number,title,state,created_at,updated_at,closed_at,body,labels,assignees,milestone,comments
11038,"When Android TV play video with rotation metadata, some time get wrong stream decode rotation.",open,2023-03-06 07:58:06,2023-04-07 02:17:34,,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

Adnrdoi studio ide build-in Emulator:
- Android TV (1080p) API 30 x86
- Android TV (1080p) API 30 x86 - AOSP version

Real Device
- Sony BRAVIA device build-in Android 10
  - Sometime may not reproduce. Click quicker when app start is easier to reproduce.


### Devices that do not reproduce the issue

Chromecast with Google TV

### Reproducible in the demo app?

No

### Reproduction steps

1. Open the app witch I provide.
2. Click buttons and check those videos. Check the playback rotation correct.

### Expected result

Those videos's rotation correct.

### Actual result

The track was squeezed on those devices.

### Media

I will submit the video files, the app and demo beheavior via e-mail.

===================================================
I am not sure witch column to fill the additional disgustion/symptoms , so I leave here.

It may reproduce on Sony BRAVIA itself app call ""Media Player"" or VLC app.
If the video track contain rotation metadata, it may play wrong direction.
I also tried the [media3](https://developer.android.com/jetpack/androidx/releases/media3) `androidx.media3:media3-exoplayer:1.0.0-rc01`, it get the same result.
Witch i guess it probably relate to hardware decode timing issue? 



### Bug Report

- [x] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.
  - submited with related videos.
  - The videos with rotation metadata are on source code dir `app\src\main\res\raw`, I forgot attach additional.","['bug', 'needs triage']",['christosts'],,6
11037,"Dynamic changes to playlist, removing items",closed,2023-03-05 19:24:25,2023-05-08 01:05:23,2023-03-08 10:05:52,"Hi. I can not find uptodate information wheather exoplayer supports dynamic changes to playlist. 
For example I need to remove items. 
I set exoplayer with concatenating mediasource, and I only find .removeMediaItem(index) method. It throws IllegalArgumentException when I call it while exoplayer is playing. 
So is there a way to do this? ","['question', 'needs triage']",['christosts'],,3
11036,Get current manifest from the player,closed,2023-03-04 09:28:39,2023-05-04 01:05:33,2023-03-04 14:14:18,"I am looking for some additional network logs which can give me the current manifest as string 
```
private val exoListener = object : Player.Listener {
        override fun onTimelineChanged(timeline: Timeline, reason: Int) {
            super.onTimelineChanged(timeline, reason)        
            if (exoPlayer != null && exoPlayer!!.playWhenReady) {
                val manifest: Any? = exoPlayer!!.currentManifest
                if (manifest != null) {
                    if (manifest is HlsManifest) 
                       readHLSManifest(manifest)
                }
            }
        }
    }
```

How can I get this manifest in string format? Or is there any other method to do it?",['question'],['marcbaechinger'],,1
11035,"when using Clipping Configuration, the last few seconds of the fragment are cut off",closed,2023-03-03 21:26:33,2023-06-01 01:05:27,2023-03-24 06:20:04,"I have a large audio file, I use Clipping Configuring to divide it into parts (one part ends and a new fragment starts from the same position).  With this performance, several seconds sometimes disappear between fragments.  This happens with different files and with different fragments.","['question', 'need more info', 'stale']",['christosts'],,2
11034,r2.18.4,closed,2023-03-02 18:06:37,2023-05-03 01:05:32,2023-03-03 10:01:46,,[],[],,1
11033,When I use the ExoPlyer2.10.0 version 4k mp4 some error happened,closed,2023-03-02 10:45:48,2023-05-04 01:05:33,2023-03-04 14:03:14,"When I use the ExoPlyer2.10.0 version 4k mp4 video, the following error occurs and the playback fails. The referenced ExoPlayer version cannot be upgraded for some reason. Is there any way to solve this problem.

```
decoderInitialized [0.94, 0.00, window=0, period=0, video, OMX.rk.video_decoder.avc]
decoderInputFormatChanged [0.94, 0.00, window=0, period=0, video, id=1, mimeType=video/avc, res=3840x2160, fps=29.970058]
downstreamFormatChanged [0.95, 0.00, window=0, period=0, id=2, mimeType=audio/mp4a-latm, channels=2, sample_rate=44100, language=```]
Internal runtime error.
java.lang.IllegalStateException: Buffer too small (4177920 < 5601850)
	at com.google.android.exoplayer2.decoder.DecoderInputBuffer.createReplacementByteBuffer(DecoderInputBuffer.java:167)
	at com.google.android.exoplayer2.decoder.DecoderInputBuffer.ensureSpaceForWrite(DecoderInputBuffer.java:117)
	at com.google.android.exoplayer2.source.SampleQueue.read(SampleQueue.java:356)
	at com.google.android.exoplayer2.source.ProgressiveMediaPeriod.readData(ProgressiveMediaPeriod.java:449)
	at com.google.android.exoplayer2.source.ProgressiveMediaPeriod$SampleStreamImpl.readData(ProgressiveMediaPeriod.java:872)
	at com.google.android.exoplayer2.BaseRenderer.readSource(BaseRenderer.java:308)
	at com.google.android.exoplayer2.mediacodec.MediaCodecRenderer.feedInputBuffer(MediaCodecRenderer.java:1019)
	at com.google.android.exoplayer2.mediacodec.MediaCodecRenderer.render(MediaCodecRenderer.java:653)
	at com.google.android.exoplayer2.ExoPlayerImplInternal.doSomeWork(ExoPlayerImplInternal.java:575)
	at com.google.android.exoplayer2.ExoPlayerImplInternal.handleMessage(ExoPlayerImplInternal.java:326)
	at android.os.Handler.dispatchMessage(Handler.java:102)
	at android.os.Looper.loop(Looper.java:223)
	at android.os.HandlerThread.run(HandlerThread.java:67)
playerFailed [0.99, 0.00, window=0, period=0]
com.google.android.exoplayer2.ExoPlaybackException: java.lang.IllegalStateException: Buffer too small (4177920 < 5601850)
	at com.google.android.exoplayer2.ExoPlayerImplInternal.handleMessage(ExoPlayerImplInternal.java:397)
	at android.os.Handler.dispatchMessage(Handler.java:102)
	at android.os.Looper.loop(Looper.java:223)
	at android.os.HandlerThread.run(HandlerThread.java:67)
Caused by: java.lang.IllegalStateException: Buffer too small (4177920 < 5601850)
	at com.google.android.exoplayer2.decoder.DecoderInputBuffer.createReplacementByteBuffer(DecoderInputBuffer.java:167)
	at com.google.android.exoplayer2.decoder.DecoderInputBuffer.ensureSpaceForWrite(DecoderInputBuffer.java:117)
	at com.google.android.exoplayer2.source.SampleQueue.read(SampleQueue.java:356)
	at com.google.android.exoplayer2.source.ProgressiveMediaPeriod.readData(ProgressiveMediaPeriod.java:449)
	at com.google.android.exoplayer2.source.ProgressiveMediaPeriod$SampleStreamImpl.readData(ProgressiveMediaPeriod.java:872)
	at com.google.android.exoplayer2.BaseRenderer.readSource(BaseRenderer.java:308)
	at com.google.android.exoplayer2.mediacodec.MediaCodecRenderer.feedInputBuffer(MediaCodecRenderer.java:1019)
	at com.google.android.exoplayer2.mediacodec.MediaCodecRenderer.render(MediaCodecRenderer.java:653)
	at com.google.android.exoplayer2.ExoPlayerImplInternal.doSomeWork(ExoPlayerImplInternal.java:575)
	at com.google.android.exoplayer2.ExoPlayerImplInternal.handleMessage(ExoPlayerImplInternal.java:326)
	at android.os.Handler.dispatchMessage(Handler.java:102) 
	at android.os.Looper.loop(Looper.java:223) 
	at android.os.HandlerThread.run(HandlerThread.java:67) 
```","['question', 'needs triage']",[],,0
11032,About macro expansion of tracker URLs when using client-side ad insertion,closed,2023-03-02 10:14:21,2023-05-02 01:05:36,2023-03-02 17:15:15,"Hi! I have a question of MACRO expansion of Exo Player IMA extension.

I want to fire imp tracker of VAST response by replacing some parts of them.
For example, If the below VAST response is given,

```xml
<vmap:VMAP
		xmlns:vmap=""http://www.iab.net/videosuite/vmap"" version=""1.0"">
	<vmap:AdBreak timeOffset=""#1"" breakType=""linear"">
		<vmap:AdSource>
			<vmap:VASTAdData>
				<VAST version=""3.0"">
					<Ad sequence=""1"">
						<InLine>
							<AdSystem version=""1"">
								<![CDATA[...]]>
							</AdSystem>
							<AdTitle>
								<![CDATA[...]]>
							</AdTitle>
							<Impression id=""Moloco"">
								<![CDATA[https://dummy.com/imp?imp_id=abc123&user_id=%%USER_ID%%]]>
							</Impression>
							<Creatives>
								<Creative id=""aaaaaD7TvvyX5ZtkIz4eG.j.Uz0Kglh3U7sDROzm"" sequence=""1"">
									<Linear>
										<Duration>00:00:30</Duration>
										<TrackingEvents>
											<Tracking id=""Moloco_4q"" event=""complete"">
												<![CDATA[ https://dummy.com/imp?imp_id=abc123&user_id=%%USER_ID%%&event-complete ]]>
											</Tracking>
										</TrackingEvents>
										<VideoClicks></VideoClicks>
										<MediaFiles>
											<MediaFile id=""mediafile"" delivery=""progressive"" type=""video/mp4"" bitrate=""700"" width=""1920"" height=""1080"">
												<![CDATA[......]]>
											</MediaFile>

										</MediaFiles>
									</Linear>
									<CreativeExtensions></CreativeExtensions>
								</Creative>
							</Creatives>
							<Description></Description>
							<Survey></Survey>
							<Extensions></Extensions>
						</InLine>
					</Ad>
				</VAST>
			</vmap:VASTAdData>
		</vmap:AdSource>
	</vmap:AdBreak>
</vmap:VMAP>
```

we want to replace `%%USER_ID%%` to actual user id. 
- .../imp?imp_id=abc123&user_id=`%%USER_ID%%` -> .../imp?imp_id=abc123&user_id=`userid123`

Could you guide me on how to replace the macro with our custom value?
I will use Client-side Ad Insertion which described at https://exoplayer.dev/ad-insertion.html

",['question'],['marcbaechinger'],,10
11031,"Custom MediaSources, resolving MediaItems from remote API, and metadata updates",closed,2023-03-02 00:41:07,2023-05-02 01:05:37,2023-03-02 09:20:12,"I've searched around extensively on this repository, on the `androidx/media` repository, on stack overflow, and I've been browsing through the source to determine the best course of action for my use case but I haven't really found much, and I've run into issues or gaps in the explanation on the information I have found.

The use case I have seems like it calls for custom media sources, for the most part it isn't complex, it's a case of loading the media based upon an internal URI system. But there are some additional complexities when it comes to the type of media to load.

Key details:
- I'm using ExoPlayer via Media3
- I am aiming to treat Media3 (and the underlying ExoPlayer) as my single source of truth for playback, i.e. all information shown in the player UI and media notification should come from Media3/ExoPlayer. (With the notification being automatic in media3).
- The content I am loading comes from a remote datastore API, I am aiming to encapsulate this within the Media3/ExoPlayer part of my app. In other words, As far as my app UI is concerned, it just needs to add a MediaItem that uses request metadata to point to one of my internal URIs (something like `mydatastorescheme://podcast/{id}`) and the rest is handled opaquely inside the Media code.
- I have many different types of content to load, all audio, but things like podcasts, audio books, live radio, etc.

In Media3 there is the `MediaSession` callback with the required `onAddMediaItems` function. This function works fine for loading the correct audio URLs and metadata for a particular bit of content referenced by one of my internal URIs. e.g. I can take the request metadata, lookup in my system what `mydatastorescheme://podcast/1234` is, get its title, description, presenter name, audio stream URL, etc and I can fill out a `MediaItem` with that information.

However this approach seems somewhat naive and could balloon out a bit when it comes to supporting a wide variety of content types as simple as it is initially. I encountered a roadblock here when it comes to live radio streams, as the `MediaItem` is immutable and I have a need to hit another part of my API at scheduled times in order to update certain parts about the metadata (i.e. what radio program is currently airing, who is presenting, etc). This lead me down the path of looking more at the integration with ExoPlayer and creating custom media sources.

I've been attempting to set this up for the last few days with limited success and with some uncertainty over whether I'm using things in the right way.

The first problem I'm tackling is loading simple, on demand content with unchanging metadata (like the podcast example above). I've looked at both `MediaSource` factories and `DataSource` factories for achieving this (particularly the `ResolvingDataSource`). There's a few different roadblocks I've run into with trying each of these approaches:

- Using the `DefaultMediaSourceFactory` with a `ResolvingDataSource` doesn't work to resolve my content before creating a media source as the media sources are created before the data source is used, the `DefaultMediaSourceFactory` also aborts if the local configuration of the `MediaItem` is null, which it is for me at this stage since the `RequestMetadata` still needs to be resolved.
- It would be wrong to simply put my internal URL from the `RequestMetadata` into the local configuration, as the type of the media is still unknown at this point, so the `DefaultMediaSourceFactory` wouldn't be able to correctly select the right `MediaSource` and would just fall through to the default `ProgressiveMediaSource`.
- Using a `CompositeMediaSource` I am able to set up a loader to resolve my internal URI to an actual `MediaItem` with local configuration and metadata, I can then pass this to `DefaultMediaSourceFactory` to get a `MediaSource` which I can prepare as a child of my `CompositeMediaSource`. However, I'm not certain if this is an ideal approach (using a media source factory inside another media source), I've seen a question asked about this without really getting an answer on it specifically (here: https://github.com/androidx/media/issues/17)
- Using the `CompositeMediaSource` approach I can get the audio content playing but the metadata doesn't seem to update. From tracing through the code execution it seems like the block that builds new metadata from incoming playback info (in `ExoPlayer::updatePlaybackInfo`) isn't getting run due to either `mediaItemTransitioned` being false or the `staticMetadata` being the same across the previous and new playback info objects. My setup is very similar to that seen in the above linked question. In `onChildSourceInfoRefreshed` I'm simply calling `refreshSourceInfo` with the new timeline as seen in some built-in composite media sources like `WrappingMediaSource`. I'm unsure why this doesn't carry through and update the metadata in the player.

If I can get that working then the next step would be working out what's required (likely in another custom `MediaSource`) to load a stream for playback, then call an API at specific times to fetch the metadata for the next airing program (API has the current and next available with timestamps for the start and end times of each). This feels like it's a job for periods on a timeline? But the mechanism through which to make those schedules API calls and surface the metadata is still unclear to me.

The documentation doesn't really have much info in it for worked examples on customized Media Sources, and resolving media lazily from an internal API seems to be a common-ish question just with different nuances. I read through another example of this here: https://github.com/google/ExoPlayer/issues/5883 though it still leaves some questions unanswered (such as my questions above on the use of a factory inside a media source, or the issue with metadata now flowing through from the added child source to the player.

If I could get some guidance on these questions or if this is completely the wrong direction some guidance of what the right direction is, then that would be much appreciated.
",['question'],['icbaker'],,4
11030,Subtitles don't work inside segment of m3u8,closed,2023-03-01 20:01:25,2023-05-13 01:04:57,2023-03-13 16:51:05,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

Pixel 6 pro and Chromecast with Google TV

### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Yes

### Reproduction steps

Opened the demo project and added to `demos/main/src/main/assets/media.exolist.json` the json below:
```
{
    ""name"": ""My tests"",
    ""samples"": [
      {
        ""name"": ""Caption 1"",
        ""uri"": ""https://bcovlive-a.akamaihd.net/c9bf201b06694453bb29282f97191f58/us-east-1/6240731308001/playlist.m3u8""
      },
      {
        ""name"": ""Caption 2"",
        ""uri"": ""https://bcovlive-a.akamaihd.net/c9bf201b06694453bb29282f97191f58/us-east-1/6240731308001/profile_0/chunklist.m3u8""
      }
    ]
  }
```

When I run the demo, it doesn't show any subtitles for the video titles `Caption 1` but it does for `Caption 2` even though 2 is just one of the variants of the master list 1. 

### Expected result

It should show a subtitle track. 

### Actual result

No subtitles shown. 

### Media

https://bcovlive-a.akamaihd.net/c9bf201b06694453bb29282f97191f58/us-east-1/6240731308001/playlist.m3u8

Whereas this specific variant works https://bcovlive-a.akamaihd.net/c9bf201b06694453bb29282f97191f58/us-east-1/6240731308001/profile_0/chunklist.m3u8


### Bug Report

- [ ] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['question'],['tianyif'],,4
11029,"Does ExoPlayer support Vr playback, gyroscope, dual-screen mode ？",closed,2023-03-01 08:56:02,2023-06-01 01:05:28,2023-03-29 01:06:45,"Before filing a feature request:
-----------------------
- Search existing open issues, specifically with the label ‘enhancement’:
  https://github.com/google/ExoPlayer/labels/enhancement
- Search existing pull requests: https://github.com/google/ExoPlayer/pulls

When filing a feature request:
-----------------------
Replace the content in the sections below.

### [REQUIRED] Use case description
Describe the use case or problem you are trying to solve in detail. If there are
any standards or specifications involved, please provide the relevant details.

### Proposed solution
A clear and concise description of your proposed solution, if you have one.

### Alternatives considered
A clear and concise description of any alternative solutions you considered,
if applicable.
","['question', 'closed-by-bot']",['andrewlewis'],,3
11028,MediaCodecRenderer: Errors categorisation if fallback codec applied,closed,2023-02-28 11:25:00,2023-05-07 01:05:04,2023-03-07 08:15:29,"Hi. At first thank you for all your efforts in developing `ExoPlayer`!

**Problem**
Sometimes main media codes isn't available, which triggers `ERROR_CODE_DECODER_INIT_FAILED`.
As a solution, it's possible to enable a fallback for `rendersFactory`:
```
renderersFactory.setEnableDecoderFallback(true)
```

Which according to logic in [MediaCoderRenderer](https://github.com/google/ExoPlayer/blob/f72ca8338399c9e3c19e73fc0779f24baff14d35/library/core/src/main/java/com/google/android/exoplayer2/mediacodec/MediaCodecRenderer.java#L981) adds all available mediacodes.
However, it looks like that we always throw the same error (with different codec details) if fallback codec isn't available in addition to main codec, which make it difficult to categorise errors in analytics (`onVideoCodecError`)

*Step 1*: Trying to initialise decoder
*Step 2*: Failed. Reported `ERROR_CODE_DECODER_INIT_FAILED`
*Step 3*: Trying to initialise fallback decoder
*Step 4*: Failed. Reported `ERROR_CODE_DECODER_INIT_FAILED` 

So, we understand that a fallback applied, however in analytics it will be 2 the same errors.
________

**Proposed behaviour**
It would be great to understand that it isn't possible to playback video via fallback codec, for instance, like this:

*Step 1*: Trying to initialise decoder
*Step 2*: Failed. Reported `ERROR_CODE_DECODER_INIT_FAILED`
*Step 3*: Trying to initialise fallback decoder
*Step 4*: Failed. Reported `ERROR_CODE_FALLBACK_DECODER_INIT_FAILED` 


**Question**
What do you think about this? Maybe I missed something and there some other ways to categorise coder initialisation errors?

Thank you in advance.",['question'],['christosts'],,5
11027,How to keep the same order of custom media actions ,open,2023-02-28 06:41:26,2023-06-09 17:08:43,,"I want to use custom next/previous actions instead of the native ones. So I started by removing the native ones by allowing only needed actions: But in some devices 
 ```
MediaSessionConnector(mediaSession).setCustomActionProviders(object :
                MediaSessionConnector.CustomActionProvider {
                override fun onCustomAction(player: Player, action: String, extras: Bundle?) {}

                override fun getCustomAction(player: Player): PlaybackStateCompat.CustomAction? {
                    return PlaybackStateCompat.CustomAction.Builder(
                        ""SKIP_TO_PREVIOUS_ACTION"",
                        ""previous"",
                        if (!isFirst)
                            R.drawable.ic_previous_with_padding
                        else R.drawable.ic_previous_disabled_with_padding
                    ).build()
                }
            },
        object : MediaSessionConnector.CustomActionProvider {
                override fun onCustomAction(player: Player, action: String, extras: Bundle?) {}

                override fun getCustomAction(player: Player): PlaybackStateCompat.CustomAction? {
                    return PlaybackStateCompat.CustomAction.Builder(
                        ""SKIP_TO_NEXT_ACTION"",
                        ""next"",
                        if (!isLast)
                            R.drawable.ic_next_with_padding
                        else R.drawable.ic_next_disabled_with_padding
                    ).build()
                }
            }

```
![1](https://user-images.githubusercontent.com/126549215/221774016-d56321a2-bafb-4127-b265-61eaf8f8b3f3.png)
![2](https://user-images.githubusercontent.com/126549215/221774025-93604e03-d082-4a0b-a6bf-7711801359bf.png)



As you observed, the buttons in the home section  are inverted, how can I keep the same order as in the app? But in some devices its working fine 
Any idea how we can resolve this?
@phhusson @xian @canatella @kiall @talklittle  @marcbaechinger 
",['question'],['marcbaechinger'],,10
11026,R2.18.3 beta01,closed,2023-02-28 04:25:06,2023-04-30 01:04:57,2023-02-28 04:25:33,,[],[],,1
11025,URL redirect in HLS stream breaks MediaSource/MimeType recognition,closed,2023-02-27 12:52:57,2023-06-04 01:05:06,2023-04-04 08:46:36,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

All

### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Yes

### Reproduction steps

Use this URL that redirects to a HLS stream: https://m3u-ip.tv/test-redirect.php

Simple example code:
```
DefaultRenderersFactory renderersFactory =
	new DefaultRenderersFactory(this).forceEnableMediaCodecAsynchronousQueueing();

// Build a HttpDataSource.Factory with cross-protocol redirects enabled.
HttpDataSource.Factory httpDataSourceFactory =
	new DefaultHttpDataSource.Factory().setAllowCrossProtocolRedirects(true);
DefaultDataSource.Factory dataSourceFactory =
	new DefaultDataSource.Factory(this, httpDataSourceFactory);

ExoPlayer oPlayer = new ExoPlayer.Builder(this, renderersFactory)
	.setMediaSourceFactory(new DefaultMediaSourceFactory(dataSourceFactory))
	.build();

MediaItem mediaItem = new MediaItem.Builder()
	.setUri(""https://m3u-ip.tv/test-redirect.php"")
 // .setMimeType(MimeTypes.APPLICATION_M3U8) // works with that, but other stream types won't work anymore
	.build();

oPlayer.setMediaItem(mediaItem);
oPlayer.prepare();
oPlayer.play();
```

### Expected result

Redirect is done, MediaSource/MimeType is recognized as a HLS stream (HlsMediaSource) and stream is playing.

### Actual result

Stream is not playing. Looks like stream is recognized as ProgressiveMediaSource... Error:
Caused by: com.google.android.exoplayer2.source.UnrecognizedInputFormatException: None of the available extractors (FlvExtractor, FlacExtractor, WavExtractor, FragmentedMp4Extractor, Mp4Extractor, AmrExtractor, PsExtractor, OggExtractor, TsExtractor, MatroskaExtractor, AdtsExtractor, Ac3Extractor, Ac4Extractor, Mp3Extractor, AviExtractor, JpegExtractor) could read the stream.
  at com.google.android.exoplayer2.source.BundledExtractorsAdapter.init(BundledExtractorsAdapter.java:92)
  at com.google.android.exoplayer2.source.ProgressiveMediaPeriod$ExtractingLoadable.load(ProgressiveMediaPeriod.java:1017)
  at com.google.android.exoplayer2.upstream.Loader$LoadTask.run(Loader.java:412)
  at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1167)
  at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:641)
  at java.lang.Thread.run(Thread.java:919)

Note: If URL has no redirect, the stream plays. Also if ...setMimeType(MimeTypes.APPLICATION_M3U8) is used, the stream is played after redirect.

### Media

Use this URL: https://m3u-ip.tv/test-redirect.php
It redirects to a German public channel.

### Bug Report

- [ ] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['question'],['tonihei'],,3
11024,Resuming progressive stream after reconnect,closed,2023-02-27 10:59:50,2023-06-04 01:05:06,2023-04-04 08:34:09,"So I have a situation with a progressive stream (mpeg-ts) that can be seeked in by range request. This means I can customize a SeekMap to translate timestamps to byte positions and it all works very well.

The issue appears when the stream reconnects (for verious reasons) and I cannot figure out how to best resume the stream from where it left of.
I see that SeekMap's _getSeekPoints()_ are invoked but the timestamp is always 0. Tracing this method up in the stack I see that 
_ProgressiveMediaPeriod_'s _continueLoading()_ does not use _playbackPositionUs_ argument. A simple test by assigning _pendingResetPositionUs_ to this argument would also solve my issue.
My second thought would be to check _onPlayerError()_ for this error and do the seeking on my own, but this is never invoked.

So my questions are, why isn't _playbackPositionUs_ used, there must be a reason for it? And secondly, how can I solve this otherwise?",['question'],['tonihei'],,9
11023,Exoplayer version 2.18.3 got error mix androidx and old support,closed,2023-02-27 09:15:58,2023-04-30 01:04:58,2023-02-28 09:51:19,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

Hi when i do complaining i got this error : exoplayer-ui-2.18.3.aar' contains references to both AndroidX and old support library. This seems like the library is partially migrated. Jetifier will try to rewrite the library anyway.

How to fix it?

### Devices that do not reproduce the issue

Android tv emulator

### Reproducible in the demo app?

Yes

### Reproduction steps

install with latest version then do run install. You will see error in the log gradlew install.

### Expected result

-The error should be remove like in 2.18.2 no problem

### Actual result

Error come like about.

### Media

You can see the error log give above for you reference

### Bug Report

- [X] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['duplicate'],['christosts'],,2
11022,How to custom ExoPlayer to handle Partial Content 206?,closed,2023-02-26 08:36:03,2023-06-01 01:05:28,2023-03-28 01:06:23,"I know this is not supposed to be the correct way to consume stream.
The content length should be determined by ExoPlayer and the server is about to stream the whole file.
But, I don't trust my client to handle to the stream efficiently and not to abuse.
Is there a way that I can custom ExoPlayer to handle the `Range` header correctly?","['question', 'closed-by-bot']",['christosts'],,11
11021,CastPlayer - java.lang.IllegalArgumentException,closed,2023-02-25 13:10:21,2023-04-29 01:04:54,2023-02-27 15:41:53,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

OnePlus 7 running Android 11

### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Yes

### Reproduction steps

Run cast demo.
Connect to the device with the cast capability (Tv, Speaker, reproduced on both)

### Expected result

The Cast session is started succesfuly 

### Actual result

```
java.lang.IllegalArgumentException: The given region must intersect with the Bitmap's dimensions.
  at androidx.palette.graphics.Palette$Builder.setRegion(Palette.java:733)
  at com.android.systemui.statusbar.notification.MediaNotificationProcessor.generateArtworkPaletteBuilder(MediaNotificationProcessor.java:332)
  at com.android.systemui.media.MediaDataManager.computeBackgroundColor(MediaDataManager.kt:475)
  at com.android.systemui.media.MediaDataManager.loadMediaDataInBg(MediaDataManager.kt:356)
   at com.android.systemui.media.MediaDataManager.access$loadMediaDataInBg(MediaDataManager.kt:89)
   at com.android.systemui.media.MediaDataManager$loadMediaData$1.run(MediaDataManager.kt:241)
   at android.os.Handler.handleCallback(Handler.java:938)
   at android.os.Handler.dispatchMessage(Handler.java:99)
   at android.os.Looper.loop(Looper.java:233)
   at android.os.HandlerThread.run(HandlerThread.java:67)
```

### Media

The issues is reproducible in the Exo Cast Demo application. 

### Bug Report

- [ ] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['bug: in dependency'],['marcbaechinger'],,7
11020,Custom DataSourceFactory with Firebase auth idToken,closed,2023-02-25 04:00:43,2023-04-28 01:05:42,2023-02-26 07:23:47,"How do I create a custom `DataSource.Factory` where it can run suspend code?

```kt
val defaultDataSourceFactory = DefaultHttpDataSource.Factory()
val dataSourceFactory = DataSource.Factory {
    val dataSource = defaultDataSourceFactory.createDataSource()
    val idToken = FirebaseAuth.getInstance().currentUser!!.getIdToken(false) // <- Here return a Task not a String
    dataSource.setRequestProperty(""Authorization"", ""<supposed id token>"")
    dataSource
}
val player = ExoPlayer
    .Builder(this)
    .setMediaSourceFactory(DefaultMediaSourceFactory(dataSourceFactory))
    .build()
```","['question', 'needs triage']",[],,1
11019,Cut Closed captions (C608) when html tag mixed with normal text,closed,2023-02-24 16:25:10,2023-08-30 01:05:05,2023-06-30 16:37:49,"### ExoPlayer Version

2.17.1

### Devices that reproduce the issue

All devices 
I've tested at Samsung Galaxy A10 but our client report it at multiple devices

### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Yes

### Reproduction steps

It's reproducible at demo device but required is special content.
IMHO when measure space need to draw Closed captions 608, in case there is html mixed content 
eg.

>    The USS<i> Cerritos</i> remains in  
Spacedock, impounded for further
         investigation. 

Also this is a regression introduced between r2.11.8  => r2.12.3 and can be reproduced on newest version


### Expected result

Issue were not observed eg. at Exoplayer r2.11.8

### Actual result

Space for draw Closed captions is cut, and such subtitles are not displayed properly
Exoplayer 2.11.8

![Exoplayer2 11 8](https://user-images.githubusercontent.com/47888710/221231183-2ded5371-4e4e-43b6-9544-a73439515709.png)

Exoplayer 2.12.3

![Exoplayer2 12 3](https://user-images.githubusercontent.com/47888710/221231192-669c4b9f-210a-4e4d-bdb3-292bce3e7985.png)

Exoplayer 2.18.2

![Exoplayer2 18 2](https://user-images.githubusercontent.com/47888710/221231200-3f73889e-f706-4c47-81ad-6ad8f66412d1.png)

Exoplayer 2.7.3
![Exoplayer 2 7 3](https://user-images.githubusercontent.com/47888710/221231204-13dd5367-ff9e-499a-a039-911645b370a6.png)


### Media


I'm trying to get publicly accessed content but currently I'm waiting for it.

IMHO to reproduce issue there is need content with embed closed caption where html tagged eg. by Italic text fragment is mixed with normal text

### Bug Report

- [ ] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['bug'],['icbaker'],,10
11018,Not able to cast some of client provided m3u8 (Version 5) video URL,closed,2023-02-24 13:57:28,2023-05-10 01:05:33,2023-03-10 13:41:25,"### ExoPlayer Version

2.18.3

### Devices that reproduce the issue

All Android Device.

### Devices that do not reproduce the issue

All Supported Version

### Reproducible in the demo app?

Yes

### Reproduction steps

1. Try adding below url in sample app and try to cast on Android TV / chromcast device.

 new MediaItem.Builder()
         .setUri(""https://content.uplynk.com/ext/fc1d615459a64336b5ccdc137ffeddc6/01GK5YWXVFSQMNQ30ASXB6XNEG.m3u8"")
            .setMediaMetadata(new MediaMetadata.Builder().setTitle(""Canela URL"").build())
            .setMimeType(MIME_TYPE_HLS)
            .build());

### Expected result

Video should be cast on the TV successfully.

### Actual result

Video is not playing on the TV.

### Media

URL - https://content.uplynk.com/ext/fc1d615459a64336b5ccdc137ffeddc6/01GK5YWXVFSQMNQ30ASXB6XNEG.m3u8

### Bug Report

- [X] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['bug: device specific'],['marcbaechinger'],,4
11017,Use edts media time offset if edits list duration is entire media duration.,closed,2023-02-24 11:52:17,2023-04-29 01:04:54,2023-02-27 09:22:32,,[],[],,0
