number,title,state,created_at,updated_at,closed_at,body,labels,assignees,milestone,comments
10919,RTSP message why not include 'accept',open,2023-01-12 06:46:45,2023-01-14 02:45:21,,"When using DESCRIBE method, if the protocol message doesn't include 'Accept' data, exoplayer can't get server response.
How can I add 'Accept: application/sdp​' data when using ""DESCRIBE"" method?
or should I fix RTSP server feature?

<img width=""354"" alt=""image"" src=""https://user-images.githubusercontent.com/45546418/211996808-a46cadd0-aeb3-469d-8526-92d3c9bb9189.png"">
",['question'],['claincly'],,1
10918,RTSP header ,closed,2023-01-12 06:43:52,2023-03-14 01:06:40,2023-01-12 06:44:04,,"['question', 'needs triage']",[],,0
10917,Video and audio do not send to Casting Receiver,closed,2023-01-11 19:51:06,2023-04-03 01:05:40,2023-02-01 17:54:19,"I'm trying to implement casting based off the Casting Example included in this repo and I'm running into some problems.

To start though, my ExoPlayer versions are all 2.18.1 and because of that, I am using the deprecated CastContext.getSharedInstance, since I'm getting some annoying async issues using an executor and I just need to get this working for now before figuring that problem out. I have implemented the PlayerManager near identically, with the exception of adding some extra control over the MediaRouteButton. In alignment with implementing the PlayerManager near identically, I have included all I can from MainActivity into my own activity, with the next exception being that I am not implementing any kind of playlist behavior, so I have some of the code relating to such view removed. From my analysis, it does not seem like anything removed should be related to my issue, but I also only know so much.

To finally describe my issue, I am able to get the casting button to show and connect to my Chromecast, but once I do, nothing gets sent over; I just get a screen with the casting icon. Over on my tablet, the video stops, but the audio continues. If I disconnect and reconnect, the same behavior happens but I now have two audio sources at once. They do not stack further beyond this. I'm really at a loss as to what's happening and why my video isn't being sent over. The video has been working on the ExoPlayer for months so as far as I'm aware, it shouldn't be a support issue.

Any help would be appreciated. I am emailing my code to the provided email address, but if there is any other context missing, please let me know. I also apologize in advance for any ignorance, as I inherited this codebase without documentation or dev help, so I am only so knowledgeable on how it works.","['question', 'need more info']",['marcbaechinger'],,3
10916,App Fc [AbstractMethodError],closed,2023-01-11 13:51:01,2023-03-13 01:05:43,2023-01-11 18:36:07,"### ExoPlayer Version

2.18.2

### Devices that reproduce the issue

Redmi note 8
Android 10

### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Not tested

### Reproduction steps

Listener in service

### Expected result

App not fc

### Actual result

Build version: 1.0 
Build date: 2023-01-11 20:46:50 
Current date: 2023-01-11 20:47:19 
Device: Xiaomi Redmi Note 8 
 
Stack trace:  
java.lang.AbstractMethodError: abstract method ""void com.google.android.exoplayer2.Player$Listener.onTimelineChanged(com.google.android.exoplayer2.Timeline, int)""
	at com.google.android.exoplayer2.ExoPlayerImpl.lambda$updatePlaybackInfo$12(ExoPlayerImpl.java:1874)
	at com.google.android.exoplayer2.ExoPlayerImpl$$ExternalSyntheticLambda14.invoke(Unknown Source:6)
	at com.google.android.exoplayer2.util.ListenerSet$ListenerHolder.invoke(ListenerSet.java:282)
	at com.google.android.exoplayer2.util.ListenerSet.lambda$queueEvent$0(ListenerSet.java:190)
	at com.google.android.exoplayer2.util.ListenerSet$$ExternalSyntheticLambda1.run(Unknown Source:6)
	at com.google.android.exoplayer2.util.ListenerSet.flushEvents(ListenerSet.java:211)
	at com.google.android.exoplayer2.ExoPlayerImpl.updatePlaybackInfo(ExoPlayerImpl.java:1966)
	at com.google.android.exoplayer2.ExoPlayerImpl.handlePlaybackInfo(ExoPlayerImpl.java:1794)
	at com.google.android.exoplayer2.ExoPlayerImpl.lambda$new$1$com-google-android-exoplayer2-ExoPlayerImpl(ExoPlayerImpl.java:312)
	at com.google.android.exoplayer2.ExoPlayerImpl$$ExternalSyntheticLambda5.run(Unknown Source:4)
	at android.os.Handler.handleCallback(Handler.java:883)
	at android.os.Handler.dispatchMessage(Handler.java:100)
	at android.os.Looper.loop(Looper.java:214)
	at android.app.ActivityThread.main(ActivityThread.java:7356)
	at java.lang.reflect.Method.invoke(Native Method)
	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:491)
	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:940)


### Media

Not applicable

### Bug Report

- [ ] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['bug'],['christosts'],,1
10915,How could I connect the Unity's Texture2D with Android Studio's ExoPlayer?,closed,2023-01-11 08:43:39,2023-03-14 01:06:41,2023-01-12 12:56:56,"<!-- language-all: csharp -->

I'm learning about creating a plugin with [ExoPlayer](https://exoplayer.dev/) to render video-streams in Unity. I know this is not an issue directly related with ExoPlayer, but I'm searching for help. I have this same issue posted in [stackoverflow](https://stackoverflow.com/questions/75057101/how-to-create-android-view-textureview-from-unitys-texture2d).

I have the exoplayer working fine, everything is connected and I'm using also [JNI](https://en.wikipedia.org/wiki/Java_Native_Interface) to build the wrapper between Unity and Andriod native. The player is playing and I have sound, I can pause, play, seek, etc, but I don't have the rendering. 

My idea is creating a TextureView or a SurfaceView from Unity's Texture2D, but I don't know exactly how. As they explain in the documentation and also as I saw, ExoPlayer needs to be provided by one of those SurfaceView or TextureView. 

In AndroidStudio it's easy and it doesn't need too much because you can create a SurfaceView directly from the .xml off the app, but in Unity things are pretty different.

I'm trying to extrapolate the code from [unity-android-native-camera sample](https://github.com/robsondepaula/unity-android-native-camera) in order to create a Texture2D and use the pointer of that texture as they do. I'm not doing the exactly same things from the repo, but the concept is the same.

**Unity code**  
- **CreateTextureAndPassToPlugin** is used to create the Texture2D pointer, apply it to the RawImage or Material and the pass that pointer to the JNI to save the value.
-  **CallPluginAtEndOfFrames** is used to update the texture pointer from the Android part. 
- **InitExoPlayer** initializes ExoPlayer pressing a button in the scene.

Anyway, I don't think these 2 functions are doing anything, because in Android part I tried different things and the current version is trying to create a TextureView and set it into the ExoPlayer instance, because if you do that ExoPlayer-setTextureView directly in Android Studio (with no Unity) the rendering is updated automatically. But those functions are copy from the repo I mentioned before.

```C#
...
    void Start()
    {
        for (int i = 0; i < samples.Count; i++)
        {
            stringList.Add("""");
        }

        try
        {
            samples[0].text = stringList[0] = getDebugLog();
            samples[1].text = stringList[1] = ""TEXTURE: "" + CreateTextureAndPassToPlugin();
        }
        catch (Exception e)
        {
            Console.WriteLine(e);
            throw;
        }

        StartCoroutine(nameof(CallPluginAtEndOfFrames));
    }
...

    private IEnumerator CallPluginAtEndOfFrames()
    {
        while (true)
        {
            // Wait until all frame rendering is done
            yield return new WaitForEndOfFrame();

            // Issue a plugin event with arbitrary integer identifier.
            // The plugin can distinguish between different
            // things it needs to do based on this ID.
            // For our simple plugin, it does not matter which ID we pass here.
            GL.IssuePluginEvent(updateTexture(), 1);

            // skip one frame
            yield return new WaitForEndOfFrame();
        }
    }
...

    public void InitExoPlayer()
    {
        if (!initExoButton.enabled)
            return;

        // ExoPlayer init
        createUnityPlayer(uri, playing, enableRendering);
        ...
    }
... 

    private bool CreateTextureAndPassToPlugin()
    {
        Texture2D tex = new Texture2D(960, 640, TextureFormat.RGBA32, false);
        // Set point filtering just so we can see the pixels clearly
        tex.filterMode = FilterMode.Point;
        // Call Apply() so it's actually uploaded to the GPU
        tex.Apply();

        //displayMaterial.mainTexture = tex;
        displayRawImage.texture = tex;

        return setTextureFromUnity(tex.GetNativeTexturePtr());
    }

...
```

**JNI code**
The pointer of the Texture2D is saved into **g_TexturePointer**, so then I can use it in different functions. At the beginning I was using it as the repo uses it, but now I'm using it to initialize ExoPlayer with it, because I use that pointer to create a **SurfaceTexture** and then a **TextureView**.

```C++
...
extern ""C"" void UNITY_INTERFACE_EXPORT UNITY_INTERFACE_API
createUnityPlayer(char *uri, bool isAutoPlay, bool isRendering) {
    JNIEnv *jni_env_local = getJNIEnv();
    if (!jni_env_local || !EXO_createUnityPlayer) {
        releaseJNIEnv();
        return;
    }

    jstring sUri = jni_env_local->NewStringUTF(uri);
    if (g_TexturePointer) {
        GLuint gltex = (GLuint) (size_t) (g_TexturePointer);
        jni_env_local->CallVoidMethod(exoBridgeObject, EXO_createUnityPlayer,
                                      sUri, isAutoPlay, isRendering, (int) gltex);
    } else {
        jni_env_local->CallVoidMethod(exoBridgeObject, EXO_createUnityPlayer,
                                      sUri, isAutoPlay, isRendering, -1);
    }
}
...
static void UNITY_INTERFACE_API OnRenderEvent(int eventID) {
    JNIEnv *jni_env_local = getJNIEnv();
    if (!jni_env_local || !EXO_updateTexture || !g_TexturePointer) {
        releaseJNIEnv();
        return;
    }
    GLuint gltex = (GLuint) (size_t) (g_TexturePointer);
    jni_env_local->CallVoidMethod(exoBridgeObject, EXO_updateTexture, (int) gltex);
    releaseJNIEnv();
}

extern ""C"" UnityRenderingEvent UNITY_INTERFACE_EXPORT UNITY_INTERFACE_API
updateTexture() {
    return OnRenderEvent;
}
...
```

**ExoActivity.java**
I'm creating a new Activity which extends from UnityPlayerActivity. The **updateTexture function** is used to reproduce the steps from the repo, but as I said before I think this code is not relevant right now. Inside the **createUnityPlayer function** it is called **prepareExoRender function** in order to set-up the ExoPlayer's TextureView using the pointer of the Texture2D from Unity.

```Java
...
    public void createUnityPlayer(String uri, boolean isAutoPlay,
                                  boolean isRendering, int texturePointer) {
        ...
        prepareExoRender(texturePointer);
        ...
    }
...
    TextureView _exoView;
    SurfaceTexture _exoTex;
    /**
     *
     */
    private void prepareExoRender(int texturePointer) {
        ...
        try {
            _exoView = new TextureView(this);
            _exoTex = new SurfaceTexture(texturePointer);
            _exoView.setSurfaceTexture(_exoTex);

            _exoPlayer.prepareUnityView(_exoView);
            _debugLog = ""SUCCESS-TEXTURE_VIEW"";
        } catch (Exception e) {
            _debugLog = ""- "" + e.getMessage();
        }
    }
...
    private void updateTexture(int texturePointer) {
        if (!_isRendering)
            return;

        int[] imageBuffer = new int[0];

        if (_conversionScript != null) {
            imageBuffer = _conversionScript.getOutputBuffer();
        }

        if (imageBuffer.length > 1) {
            GLES20.glBindTexture(GLES20.GL_TEXTURE_2D, texturePointer);

            GLES20.glTexSubImage2D(GLES20.GL_TEXTURE_2D, 0, 0, 0, _previewSize.getWidth(),
                    _previewSize.getHeight(), GLES20.GL_RGBA, GLES20.GL_UNSIGNED_BYTE,
                    IntBuffer.wrap(imageBuffer));
        }
        _exoTex.updateTexImage();
    }
...
```

**ExoClass.java**
Class which contains all the information related with ExoPlayer, basically the instance and related.

```Java
...
    public void prepareUnityView(TextureView view) {
        if (view == null || _player == null) {
            _result = ""NON-SURFACE-CREATED"";
            return;
        }
        try {
            _result = ""SET_VIDEO_SURFACE"";
            _player.setVideoTextureView(view);
            _result = ""SUCCESS - VIEW"";
        } catch (Exception e) {
            _result += ""- "" + e.getMessage();
        }
    }
...
```
As I tested in an raw-AndroidStudio project, if I create a TextureView and then I do the following:
```
TextureView playerView = findViewById(R.id.textureView);
        videoPlayer.setPlayerDefaultView(playerView);
        videoPlayer.prepareVideoPlayer(""https://storage.googleapis.com/wvmedia/clear/h264/tears/tears.mpd"");
        videoPlayer.startPlayback();
```
the player will be rendered automatically every frame.

How could I create a TextureView correctly?
Is there other ways to do this?",['question'],['andrewlewis'],,2
10914,Some devices not able to play EAC3 audio with external speakers,closed,2023-01-10 06:14:29,2023-04-15 01:05:09,2023-02-13 02:05:55,"### ExoPlayer Version

2.18.2

### Devices that reproduce the issue


![IMG_20230110_113640_2](https://user-images.githubusercontent.com/78247191/211475000-aaf5226e-d293-491a-9262-ca6a7d49fd91.jpg)

External speakers: Model - SA-WS500RF



### Devices that do not reproduce the issue

_No response_

### Reproducible in the demo app?

Yes

### Reproduction steps

1. Launch ExoPlayer demo app
2. Play any content.

### Expected result

Should be audible when using external speakers all the time.

### Actual result

Content is audible using external speakers only on first playback after device start, all subsequent playback do not have audio output through external speakers.

### Media

Will send to dev.exoplayer@gmail.com 

### Bug Report

- [x] You will email the zip file produced by `adb bugreport` to dev.exoplayer@gmail.com after filing this issue.",['closed-by-bot'],['christosts'],,3
10912,ExoPlayer IMA extension for SSAI DASH Live stream.,open,2023-01-09 14:28:26,2023-06-01 17:51:19,,"According to https://developers.google.com/interactive-media-ads/docs/sdks/android/dai/exoplayer-extension I should be able to do this:

```
// Build an IMA SSAI media item to prepare the player with.
Uri ssaiLiveUri =
    new ImaServerSideAdInsertionUriBuilder()
        .setAssetKey(SAMPLE_ASSET_KEY)
        .setFormat(CONTENT_TYPE_HLS) // Use CONTENT_TYPE_DASH for dash streams.
        .build();
```

but with CONTENT_TYPE_DASH  instead of CONTENT_TYPE_HLS

When we try the setup as above we get IllegalStateException and upon further investigation we can trace the source of this exception to ImaServerSideAdInsertionUriBuilder.createStreamRequest(...) call. 

```
checkState(
    streamRequest.getFormat() != StreamFormat.DASH
        || TextUtils.isEmpty(streamRequest.getAssetKey()),
    ""DASH live streams are not supported yet."");
```

We're using ExoPlayer version 2.18.2 and wondering when will you support DASH format for Live when using IMA SSAI?",['enhancement'],['marcbaechinger'],,10
10911,Expect exoplayer could continue to play although the meta of video is invalid.,closed,2023-01-09 06:40:30,2023-05-10 01:05:34,2023-03-10 11:14:00,"### [REQUIRED] Use case description
Some videos have the invalid meta block, for example:
![image](https://user-images.githubusercontent.com/9456005/211250147-21a425ad-338b-4619-81e0-5c1e1edb189d.png)
this video is only 5MB. The Audio and Video trackers are valid.

Exoplayer can't play this video, it would throw `InvalidResponseCodeException: Response Code 416`. However, chrome, desktop and ffplay can play the video. I'm not good at media development, and for the protection of user privacy, I can't provide the video or other detailed message. 

### Proposed solution
Is it possible that skip the throw-exception step that read and parse the unnecessary data, so that exoplayer can continue to read and parse the next data, finally play the video successfully.

#3123
","['enhancement', 'bad media']",['rohitjoins'],,6
10910,Unable to play H264 50 tps Video,open,2023-01-09 02:58:19,2023-01-29 15:33:08,,"I am trying to play a HLS manifest live stream which is playable in VLC for Android. Its also playable in browser with just hls.js, also playable with ffplay as well.
Stream audio is MPEG-L2 and Video is h264. Attached here a sample ts segment for inspection.
[53-05280.zip](https://github.com/google/ExoPlayer/files/10370118/53-05280.zip)

### FFMPEG probe: 
Program 0
    Metadata:
      variant_bitrate : 4030000
    Stream #0:0: Video: h264 (Main) ([27][0][0][0] / 0x001B), yuv420p(tv, bt709), 1920x1080 [SAR 1:1 DAR 16:9], 50 fps, 50 tbr, 90k tbn, 50 tbc
    Metadata:
      variant_bitrate : 4030000
    Stream #0:1: Audio: mp2 ([4][0][0][0] / 0x0004), 48000 Hz, stereo, s16p, 96 kb/s
    Metadata:
      variant_bitrate : 4030000


Now, I am trying to play same HLS playlist with exoplayer demo.
Exoplayer shows a black screen without any audio for the same stream.
If I select only the audio I can hear audio just fine.
I even tried with the NDK compiled FFMPEG extensions even though its just for audio and audio is playing fine.
With extension decoders preferred it behaves exactly same.

Exoplayer does not give an error and no error logs etc.

I am not sure if I am missing any special configuration as audio and video codecs seem all supported.

If anyone interested I can generate a time window valid HLS stream url for testing.
Thanks a ton for the devs of this project.
","['question', 'needs triage']",['rohitjoins'],,4
10909,Play some hls videos frozen in the first frame,closed,2023-01-09 02:05:52,2023-06-11 01:05:13,2023-04-11 01:06:12,"Only the first frame can be displayed and then stopped
my video url:https://v-st1-http-play.cmcconenet.com:8443/live/live_100757778_1/index.m3u8?token=eyJrZXkiOjI4MzQzLCJzaWduIjoiQkJocmZzdnJtaFlvbmctWDFSLTJWSTRXRHA4MU0yajJzcEdKREJ4SjhCZTVWRjdHT29KandWODgxZ2xpRVV2RUppMFlpZHdyXzQwTXkybkFyb2x1RUVsVVdacDJEOUphRHE5WkpBUVN3QVZQaE5tbjUzay1KeXFhbnhLR0N1ZnIyWEplcmNtXzBBMWFheGJocWRqdDBRd1dueUw4Y2xJYkdqd24waHU1VGFGSXAzMkV1LWJGUExqM1pHRDk0LXpYVzR2Sl9xMkVqZU40cjBVS1phVk9hdyJ9
log:
2023-01-09 09:54:27.416 26464-27747/com.heking.zplayer.demo I/CCodecConfig: query failed after returning 16 values (BAD_INDEX)
2023-01-09 09:54:27.416 26464-27747/com.heking.zplayer.demo D/CCodecConfig: c2 config is Dict {
      c2::u32 coded.aac-packaging.value = 0
      c2::u32 coded.bitrate.value = 64000
      c2::u32 coded.pl.level = 0
      c2::u32 coded.pl.profile = 8192
      c2::float coding.drc.attenuation-factor.value = 1
      c2::float coding.drc.boost-factor.value = 1
      c2::i32 coding.drc.compression-mode.value = 3
      c2::i32 coding.drc.effect-type.value = 3
      c2::float coding.drc.encoded-level.value = 0.25
      c2::float coding.drc.reference-level.value = -16
      c2::u32 input.buffers.max-size.value = 8192
      c2::u32 input.delay.value = 0
      string input.media-type.value = ""audio/mp4a-latm""
      c2::u32 output.delay.value = 2
      string output.media-type.value = ""audio/raw""
      c2::u32 raw.channel-count.value = 1
      c2::u32 raw.sample-rate.value = 44100
    }
2023-01-09 09:54:27.418 26464-27747/com.heking.zplayer.demo D/CCodecConfig: c2 config is Dict {
      c2::u32 coded.aac-packaging.value = 0
      c2::u32 coded.bitrate.value = 64000
      c2::u32 coded.pl.level = 0
      c2::u32 coded.pl.profile = 8192
      c2::float coding.drc.attenuation-factor.value = 1
      c2::float coding.drc.boost-factor.value = 1
      c2::i32 coding.drc.compression-mode.value = 3
      c2::i32 coding.drc.effect-type.value = 3
      c2::float coding.drc.encoded-level.value = 0.25
      c2::float coding.drc.reference-level.value = -16
      c2::u32 input.buffers.max-size.value = 8192
      c2::u32 input.delay.value = 0
      string input.media-type.value = ""audio/mp4a-latm""
      c2::u32 output.delay.value = 2
      string output.media-type.value = ""audio/raw""
      c2::u32 raw.channel-count.value = 1
      c2::u32 raw.sample-rate.value = 8000
    }
2023-01-09 09:54:27.418 26464-27747/com.heking.zplayer.demo W/Codec2Client: query -- param skipped: index = 1107298332.
2023-01-09 09:54:27.418 26464-27747/com.heking.zplayer.demo D/CCodec: setup formats input: AMessage(what = 0x00000000) = {
      int32_t channel-count = 1
      int32_t level = 0
      int32_t max-input-size = 8192
      string mime = ""audio/mp4a-latm""
      int32_t profile = 2
      int32_t sample-rate = 8000
    } and output: AMessage(what = 0x00000000) = {
      int32_t channel-count = 1
      string mime = ""audio/raw""
      int32_t sample-rate = 8000
    }
","['question', 'closed-by-bot']",['tianyif'],,10
